72562,﻿0360684908,2003
99032,0578998105,2003
58430,9785768644,2011
40882,8909630342,2008
55522,3377551454,1993
46076,2675852892,2009
54441,1827088714,2013
16752,2984514364,2012
87720,7707840946,2002
58384,4787328291,1992
86429,4357149552,2000
53484,5619576705,2009
03971,9321731000,1998
91782,1117202433,2000
05873,4420734228,1999
79822,0578633176,1995
33675,3334923521,1986
90748,8342899520,2000
53788,8652979313,1993
36656,3324793018,2007
09208,3760033579,1998
70667,7692719026,2008
47077,5065620161,1993
70840,3096661839,1994
42300,6159314012,2012
89730,0003987829,1994
20218,2302194083,2008
08491,2731503699,2008
34282,6403399227,1988
29414,0798458116,2007
38203,3279663206,1997
64558,0098934311,1992
01851,0323835925,2011
96708,3122419761,1997
96608,7645902662,2001
59819,0296732292,1993
22470,6959624609,1998
19220,6081457941,1997
42334,3735178192,1997
34044,1978708890,1991
94078,2574034208,2010
33454,3840403986,2003
02057,2053696984,2004
82237,3812892080,1990
15692,7762212697,2005
73576,7633682458,1999
54344,1104232602,2001
50997,1945253693,2008
12874,2666126554,2008
34805,0560427982,1998
04482,8476455347,2008
90512,9108271433,2005
14552,6913670773,1992
45259,2840812809,1990
87537,9619727663,2001
87518,3714868701,2010
64188,7396273913,2006
81881,8258377351,2009
85917,5515840301,1992
00376,8768220480,2002
46153,9773935575,2011
19028,6825384701,1995
39996,5742508033,2011
17526,4135094803,2008
62912,2010781032,2008
95734,1665223680,1999
07927,1576677481,1992
47268,7935452217,2002
48326,6771049475,2006
39648,6512335884,2002
93563,1093321770,2008
09344,0231167775,2008
96526,2511733308,2005
51141,0194453112,1984
95429,8601510089,2001
27286,3834146608,1998
70977,3041990938,2013
58316,0680357340,1982
01826,2774331101,1999
49551,3789349146,2000
70835,8695844912,2006
58002,1575861744,2012
76966,3016979331,1992
13363,7464554469,2009
23140,0539781089,2002
65105,8965285369,2008
19670,2622108107,1999
35673,9072203425,1985
80614,0420053092,2009
94756,0170056550,1990
05235,7021902277,2012
